title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
亚克力桌面标牌，带塑料套，A5尺寸 #S50-A5,6 个标签 + 信封,1.11,https://cf.shopee.co.th/file/th-11134207-7r98u-lwqz6fglfmbz01,http://shopee.co.th/product/264151559/18130371181,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051131301,201566716128,,P2,2026/5/14,18130371181,1.11,高价品，流量翻倍,1
封蜡套装，蜡封（包含心形玫瑰花图案的完整封蜡）+勺子+200根蜡棒,印章+金箔 - 200个+勺子,46.69,https://cf.shopee.com.br/file/br-11134207-820lb-ml6gnr2omrd2b9,http://shopee.com.br/product/301221510/19897994635,Art Supplies,Others,IVCN2026051131341,209169253622,,P2,2026/5/14,19897994635,46.69,高价品，流量翻倍,1
牧源防近视支撑架带软垫 – 防驼背工具，矫正儿童坐姿,蓝色的,31.75,https://cf.shopee.vn/file/vn-11134207-81ztc-mmh8eg28y0ox97,http://shopee.vn/product/1747571486/54307994617,School & Office Equipment,Others,IVCN2026051131349,370711374801,,P2,2026/5/14,54307994617,31.75,高价品，流量翻倍,1
Double EQ 网状铅笔盒，透明、轻便、耐用、容量大，有多种颜色可供选择。,蓝橙,1.74,https://cf.shopee.co.th/file/th-11134207-7r98o-lxtx8hokz45r95,http://shopee.co.th/product/29652496/25283614488,School & Office Equipment,Pencil Cases,IVCN2026051123279,217658437073,https://detail.1688.com/offer/712462380968.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A212b5ecd17689634022723464e0da3&token=7gUaKWKUx4ZJ2RKHkyULzu%2F%2FAHZvJ1y7h%2Fp%2B%2BTW4j0ygESJ6ha%2F7CC4zBEFUvONu&tracelog=cps&clickid=237dba630c8db2ca772ca7bb3f62b310&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1D24E0CC14DD2AFC0983A5FA9A5C761CB1331DDC4753847ADEA5DD589B13E2FE9348394BC3CC3C62B9992F8828C4BE892338794F53C72AAA81577EB23A1811F06ECE5699BE64086D1D784E0307F40A0FF63C691CC53AD432CC4EE27531738B007BC9D10725440037340CD2E1F17B18F0579C462B2FFC08115E2DB077EDB85E8A3DB6D898E563ABEB8%26cbu_cps_trace_flag%3Dwrite,P1,2026/5/14,25283614488,1.74,低价品,5
Gabbys Dollhouse 儿童铅笔盒，女孩文具盒，学生铅笔袋，PU 手拿包，9 英寸,盖比的娃娃屋,13.3,https://cf.shopee.co.th/file/cn-11134207-820l4-me9sccmu1t6pe2,http://shopee.co.th/product/917079829/42267611725,School & Office Equipment,Pencil Cases,IVCN2026051131368,286450032988,,P2,2026/5/14,42267611725,13.3,高价品，流量翻倍,1
"Store Age [100pcs] 4.5mm x 12""/30cm 长尼龙绳 Tali 纸袋绳 Ziplock 纸袋，",Silver207,3,https://cf.shopee.com.my/file/sg-11134202-7rceb-lrdx9b89zicv1c,http://shopee.com.my/product/265951653/25712443841,School & Office Equipment,Strings & Tapes,IVCN202605122351,250313181500,https://detail.1688.com/offer/44615680609.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17489496261068070e146e&token=pFlQKt2FTzsuiKia4JZ6yxFoo4beVvSjQPhsdkom0975Nep4CntT4u3o2g%2BW70b8,P0,2026/5/14,25712443841,3,低价品,3
包装胶带，6卷装，厚度分别为300米/200米/100米，透明和棕褐色，可拉伸。,6卷200米晒黑,18.72,https://cf.shopee.ph/file/sg-11134201-22110-5gnrzinadckv51,http://shopee.ph/product/265795804/16590464837,School & Office Equipment,Strings & Tapes,IVCN2026051118800,213341710198,,P2,2026/5/14,16590464837,18.72,高价品，流量翻倍,2
Niimbot D110 标签打印机迷你便携式无墨 8-15mm 家用存储学校姓名标签打印机,D110 白色 +3卷 15*30mm,99.29,https://cf.shopee.ph/file/cn-11134207-820l4-merzrzfne136dd,http://shopee.ph/product/341940048/7464767719,School & Office Equipment,Label Printers,IVCN2026051130948,99878426056,,P2,2026/5/14,7464767719,99.29,高价品，流量翻倍,3
1 对 25 米魔术贴,黑色 4 英寸,25.5,https://cf.shopee.ph/file/ph-11134207-7rasl-m8volg17ovq695,http://shopee.ph/product/398847570/28120625635,School & Office Equipment,Strings & Tapes,IVCN2026051131374,195638983478,https://detail.1688.com/offer/520449158604.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,28120625635,25.5,高价品，流量翻倍,1
学生专用透明A4文件/文具袋组合装，40/60/80/100个装。,中号 A4 尺寸，23.5 x 32 厘米，100 张组合装,21.2,https://cf.shopee.vn/file/vn-11134207-81ztc-mm1jl7s81xj991,http://shopee.vn/product/38778987/9258429609,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN2026051122206,185845455745,https://detail.1688.com/offer/798806755729.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213d7cd717506725519257982e15f1&token=5pbJU38Jc%2B%2FapiD2fur2LXBh%2FHrGmzNJY0xzCTPTwCWcA6YhTU03K53dUcTtv1mp,P1,2026/5/14,9258429609,21.2,高价品，流量翻倍,3
尺寸：60x40x35厘米。金属文件柜、文件收纳盒、活页夹盒、钢制收纳盒。,60x40x40,34.76,https://cf.shopee.vn/file/vn-11134207-7ras8-m1makkcmmsvz1a,http://shopee.vn/product/79540799/13515732948,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN202605122355,256200079435,,P2,2026/5/14,13515732948,34.76,高价品，流量翻倍,1
A3++ PP 珍珠白贴纸 / 光面 / 卡利斯航空贴纸 / 标签贴纸 / 冷冻食品贴纸 / 激光打印机贴纸,A3+（12英寸 x 18英寸）,31.98,https://cf.shopee.com.my/file/62956a9e75e96d35ea681e4af70d53c0,http://shopee.com.my/product/54587857/3565581825,School & Office Equipment,Strings & Tapes,IVCN202605122357,45495350198,,P2,2026/5/14,3565581825,31.98,高价品，流量翻倍,1
带活页夹的杠杆式文件夹，宽度 3 英寸，A4 和长款,长的,0.85,https://cf.shopee.ph/file/30f3e99b704f868c68c3bacd422eab8b,http://shopee.ph/product/22581975/9761161105,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN202605122359,55690699929,https://detail.1688.com/offer/40551479377.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,9761161105,0.85,低价品,1
（USP）💢正品/最高品质，最厚最强💢（按排出售）UNITAPE Scotch 透明胶带，大芯 3 英寸，宽度 1/2 英寸、3/4 英寸、1 英寸 x 36 码长。,3/4 英寸（8 卷），3 英寸纸芯，36 码（大纸芯）。,16.5,https://cf.shopee.co.th/file/th-11134207-7r992-lz4ia6wjdlm170,http://shopee.co.th/product/965378151/22938599284,School & Office Equipment,Strings & Tapes,IVCN2026051131392,138597161538,,P2,2026/5/14,22938599284,16.5,高价品，流量翻倍,1
1000 朵超声波压制布艺花 - 2厘米 - 多种款式,选择,11.05,https://cf.shopee.com.br/file/br-11134207-820lz-mmrilmzuieiv85,http://shopee.com.br/product/536633792/22494342379,Art Supplies,Others,IVCN2026051131400,395741951698,,P2,2026/5/14,22494342379,11.05,高价品，流量翻倍,1
Purexa TIRZ T15 T30 GHK100 铅笔盒,港币 100，全套+6 面条,55,https://cf.shopee.ph/file/ph-11134207-81ztk-mm0lgnii80sk5e,http://shopee.ph/product/330194281/50906668576,School & Office Equipment,Pencil Cases,IVCN2026051120548,350660849777,,P2,2026/5/14,50906668576,55,高价品，流量翻倍,2
MAX HD-10D 弧形订书机，可装订 15 张纸。MAX 品牌，HD-10D 迷你型号，使用 10 号订书钉（27/4.8 毫米）。正品。,Blue HD-10D 曲面屏,5,https://cf.shopee.co.th/file/th-11134207-7rasl-m3lrc9hkz4dk89,http://shopee.co.th/product/276275168/23483874122,School & Office Equipment,Staplers & Staples,IVCN202605122363,222145602789,https://detail.1688.com/offer/550364071691.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,23483874122,5,中价品,3
可回收安全信封 19x25 灰色，带气泡膜 100 个装,可回收安全信封 19x25 灰色，带气泡膜 100 个装,35,https://cf.shopee.com.br/file/br-11134207-820mh-mmkao7asoo3oc9,http://shopee.com.br/product/1778024153/58208111374,Letters & Envelopes,Envelopes & Angpao,IVCN2026051131423,209187764474,https://detail.1688.com/offer/682032474877.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,58208111374,35,高价品，流量翻倍,1
黑板菜单（含粉笔） - 高级木框黑板 - 餐厅和咖啡馆装饰板,带支架，40*60厘米,4.95,https://cf.shopee.vn/file/vn-11134207-81ztc-mkffb8de52x12a,http://shopee.vn/product/757717697/21286481866,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051131435,375336201819,,P2,2026/5/14,21286481866,4.95,高价品，流量翻倍,1
象牌胶带座，型号 L-02，1 个。,红色的,5.69,https://cf.shopee.co.th/file/th-11134201-7rasj-m7vnifziyvpt0f,http://shopee.co.th/product/122206196/1952773123,School & Office Equipment,Others,IVCN2026051131438,166494274356,https://detail.1688.com/offer/674312945539.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17629431190801956e0f86&token=ssghv1SkQItWDF66kFbDnM6GQ7BmzhnWzvsFALqjRAX8T%2Bi4ojNS8wMKxeBKGiAh,P1,2026/5/14,1952773123,5.69,中价品,1
月度/周度计划白板铝框,60x90厘米,35.36,https://cf.shopee.ph/file/sg-11134201-22100-ojhzvqwfe8iv6a,http://shopee.ph/product/421550659/23102735175,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051131442,222277945640,,P2,2026/5/14,23102735175,35.36,高价品，流量翻倍,1
【超值之选 + 附赠免费配件】带木框的磁性黑板/粉笔板。,50x70cm,39.13,https://cf.shopee.co.th/file/th-11134207-7r98w-lnwc0lbejg4n0b,http://shopee.co.th/product/200627520/9013405000,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051131448,53644664403,,P2,2026/5/14,9013405000,39.13,高价品，流量翻倍,2
Titebond 木工胶，16 盎司。,绿色，16盎司,30.68,https://cf.shopee.co.th/file/23bf144e7a05c4a4f199bbb3c004e068,http://shopee.co.th/product/47259489/6657529072,School & Office Equipment,Glues,IVCN202605122365,41402396791,,P2,2026/5/14,6657529072,30.68,高价品，流量翻倍,1
90x60 双面切割垫 - 特价优惠,阿祖尔·蒂芙尼,93.47,https://cf.shopee.com.br/file/66fb6e10a75ac33cb79e917afa97db81,http://shopee.com.br/product/374143267/14748769182,School & Office Equipment,"Rulers, Protractors & Stencils",IVCN2026051124265,181256456619,,P2,2026/5/14,14748769182,93.47,高价品，流量翻倍,3
亚克力展示盒、展示柜保护罩、圆顶展示盒，适用于动漫、波普艺术人偶和饼干人偶,Cristal/transparenete，编号 1 - 10.5 x 10.5 x 13,31.91,https://cf.shopee.com.br/file/br-11134207-81z1k-mfxzfjfi4f7p3e,http://shopee.com.br/product/881531624/43674558448,Art Supplies,Others,IVCN2026051130688,301992270707,,P2,2026/5/14,43674558448,31.91,高价品，流量翻倍,1
🎨 TAMIYA 86001 PS-1 白色喷漆，白色，适用于遥控车透明车身。,🎨 TAMIYA 86001 PS-1 白色喷漆，白色，适用于遥控车透明车身。,20.67,https://cf.shopee.co.th/file/th-11134207-7rasj-m23mkl7uzlqu21,http://shopee.co.th/product/169397545/7515339225,Art Supplies,Others,IVCN2026051131454,285924145435,https://detail.1688.com/offer/645750528209.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,7515339225,20.67,高价品，流量翻倍,1
Oneworkstory 颈挂绳 | 10条/50条装，带金属夹，0.8厘米宽 | 颈带，证件卡挂绳，员工证挂绳,CL 蓝色，50 个装,11.5,https://cf.shopee.co.th/file/th-11134207-7r98q-lpt2x0kiudqy86,http://shopee.co.th/product/236234077/24405486366,School & Office Equipment,Lanyards & Name Tags,IVCN2026051131456,207242156156,https://detail.1688.com/offer/537295067697.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17665680019455383e107d&token=Vyu7ycCes9XfT8qo2cHOwIwhCsnnETWblqTzZmeIVM4rtgdT89rfHFRj8VSK%2BrAy,P0,2026/5/14,24405486366,11.5,高价品，流量翻倍,1
50个磨砂亚克力龙虾扣 - 彩色 - 33毫米 可选颜色,丰富多彩的,6,https://cf.shopee.com.br/file/br-11134207-7r98o-lzgqpplgx9ut3c,http://shopee.com.br/product/543384387/17712720371,Art Supplies,Others,IVCN2026051131458,219598379208,https://detail.1688.com/offer/652996211760.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/5/14,17712720371,6,高价品，流量翻倍,1
透明胶带，45/100码，宽度有12毫米、18毫米和24毫米三种规格，芯径为3英寸，厚度为40/43微米。,3/4英寸，43微米，45码，24卷,23.03,https://cf.shopee.co.th/file/th-11134207-7r98u-lr17j2zk8lvh7d,http://shopee.co.th/product/1174185456/25561228028,School & Office Equipment,Strings & Tapes,IVCN202605122369,168052601408,,P2,2026/5/14,25561228028,23.03,高价品，流量翻倍,1
创意奶油色撞色铅笔盒，大容量，多层收纳，多功能文具包。,粉色的,4.11,https://cf.shopee.co.th/file/sg-11134201-7renf-m27thywzl8u029,http://shopee.co.th/product/881760018/28966574748,School & Office Equipment,Pencil Cases,IVCN202605122373,197947181951,https://detail.1688.com/offer/898848164482.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,28966574748,4.11,低价品,1
1米木尺 // 线尺,1米木尺 // 线尺,1.4,https://cf.shopee.com.my/file/my-11134207-7r98q-lw5itmqlq0kq76,http://shopee.com.my/product/268432366/7963498743,School & Office Equipment,"Rulers, Protractors & Stencils",IVCN2026051131468,41866399937,https://detail.1688.com/offer/621660577163.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/5/14,7963498743,1.4,低价品,1
透明塑料价格标签，带粘性条。适用于药店和便利店的价格标签。,仰卧，120厘米。,0.8,https://cf.shopee.co.th/file/th-11134207-7rasf-m2kee98344bl9d,http://shopee.co.th/product/386186817/10685320729,School & Office Equipment,Others,IVCN202605122381,201164445965,https://detail.1688.com/offer/552469093876.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=c9a9c8a621ed41b0a9cd7068a480542c&sessionid=a8e6c650a7554884889a31a0045308fe,P0,2026/5/14,10685320729,0.8,低价品,1
72支装学生铅笔盒，尼龙材质，带提手，男女通用，带分隔板和拉链，儿童款,紫丁香,7.06,https://cf.shopee.com.br/file/br-11134207-7r98o-mdi71daroogh84,http://shopee.com.br/product/1063329222/22894323935,School & Office Equipment,Pencil Cases,IVCN2026051130462,169719717620,https://detail.1688.com/offer/761013375764.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717606077331814121e0e16&token=WBxCKe1ux7S1TUTEhMeGsZWZtjTMw8iAjaHdUKQv8iMBXDLrxQEe%2By6H9MYn%2BJ8p,P1,2026/5/14,22894323935,7.06,高价品，流量翻倍,2
KIT 2 - 可乐喷雾 Temporaria Patchwork Okachi 600毫升,KIT 2 - 可乐喷雾 Temporaria Patchwork Okachi 600毫升,15.42,https://cf.shopee.com.br/file/br-11134207-7r98o-m8c1kib6gys10f,http://shopee.com.br/product/1293020823/22293905597,School & Office Equipment,Glues,IVCN202605122385,129833241156,,P2,2026/5/14,22293905597,15.42,高价品，流量翻倍,1
6卷LetraTag标签带替换装，适用于Dymo 91331白色标签打印机，4米 x 12毫米。,6卷LetraTag标签带替换装，适用于Dymo 91331白色标签打印机，4米 x 12毫米。,17,https://cf.shopee.ph/file/cn-11134211-7r98o-lqir3ab27h9x19,http://shopee.ph/product/367074809/14133401179,School & Office Equipment,Label Printers,IVCN2026051131489,114885415472,,P2,2026/5/14,14133401179,17,高价品，流量翻倍,1
🔥👍 12/18/24/36/48色巨型蜡笔。儿童专用大号无毒蜡笔（48支装）。易于清洗。附赠绘画纸。,12种颜色,0.75,https://cf.shopee.co.th/file/sg-11134201-7rdvs-mc8rx8favee134,http://shopee.co.th/product/1583066289/43458680233,Art Supplies,Crayons & Pastels,IVCN2026051131495,243630947338,https://detail.1688.com/offer/912751750114.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,43458680233,0.75,低价品,2
A4塑料覆膜纸（100张）,A4--(403),1.31,https://cf.shopee.co.th/file/th-11134207-81ztp-me3ysqd6r2mede,http://shopee.co.th/product/242052679/43917085427,School & Office Equipment,Others,IVCN2026051131499,266409994723,,P2,2026/5/14,43917085427,1.31,中价品,1
建武 A4 Morandi 100页数据簿大容量文件袋学校办公用品文具,浅粉色，100页,45.51,https://cf.shopee.com.br/file/c2a7d38e6e1d3f66f063a643abd76e77,http://shopee.com.br/product/705046317/14284669504,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN2026051131511,162807377401,,P2,2026/5/14,14284669504,45.51,高价品，流量翻倍,1
绿色磁性白板，带网格线，适用于教学，多种尺寸可选（含粉笔）（含板擦）（含磁性支架）,尺寸：80 x 120,35,https://cf.shopee.vn/file/a879e5e49f11c5d342794855a8cc5b8e,http://shopee.vn/product/166616337/21338520911,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051131515,201964882402,https://detail.1688.com/offer/643134228401.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/5/14,21338520911,35,高价品，流量翻倍,1
（批发仓库）A2、A3、A4 LED灯箱菜单板，桌面和墙壁安装用电动相框。,A3黑色（30x42厘米）,24.56,https://cf.shopee.vn/file/vn-11134207-7r98o-lquq0n833l5060,http://shopee.vn/product/368864437/25560486311,School & Office Equipment,Writing Boards & Board Stands,IVCN202605120813,166319439699,https://detail.1688.com/offer/680652156939.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i38&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,25560486311,24.56,高价品，流量翻倍,3
韩国多巴胺色彩计算器，高颜值12位大按键计算器，适用于学校和办公室,818-紫色,4.74,https://cf.shopee.ph/file/ph-11134207-7ra0r-mc7jrdk75zkx59,http://shopee.ph/product/158619517/27200735453,School & Office Equipment,Calculators,IVCN2026051131540,270721123295,https://detail.1688.com/offer/966404288360.html?spm=a26352.b28411319/2508.0.0.5fbf1e62rNhjyK&cosite=-&tracelog=p4p&_p_isad=1&clickid=60d23e595559470e8ad8b50b688421a8&sessionid=5b25e0dec12ac35043092478b205de7d,P1,2026/5/14,27200735453,4.74,低价品,3
20个装 Zip Zap 收纳盒套装（8x22厘米），适用于牙科学校和牙科诊所。,透明、光滑,6.4,https://cf.shopee.com.br/file/aada302948e1875fc683935e0be99c8b,http://shopee.com.br/product/303161771/21232638980,School & Office Equipment,Pencil Cases,IVCN2026051131544,38996468970,https://detail.1688.com/offer/560922607032.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,21232638980,6.4,高价品，流量翻倍,1
（HKK）💢批发💢（按打/12 件出售）铝制和钢制尺子，彩色，3 种尺寸：6 英寸/8 英寸/12 英寸。,彩色，12英寸,14.3,https://cf.shopee.co.th/file/th-11134207-81ztj-mecjvbj3u7esf5,http://shopee.co.th/product/1192960302/40717900175,School & Office Equipment,"Rulers, Protractors & Stencils",IVCN202605122387,266473908706,,P2,2026/5/14,40717900175,14.3,高价品，流量翻倍,1
35x50 安全信封套装，200 个塑料袋，适用于邮件、Sedex、自粘、耐用、电子商务,35x50 安全信封套装，200 个塑料袋，适用于邮件、Sedex、自粘、耐用、电子商务,27.04,https://cf.shopee.com.br/file/br-11134207-7r98o-lyhwee0fbj1hab,http://shopee.com.br/product/1253448546/23793181388,Letters & Envelopes,Envelopes & Angpao,IVCN2026051131560,189165055492,https://detail.1688.com/offer/642165786700.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,23793181388,27.04,高价品，流量翻倍,1
Silhouette Cameo 4 刻字机专用 100% 原装自动刀片 | Silhouette Cameo V4 标签模切机。,Silhouette Cameo 4 刻字机专用 100% 原装自动刀片 | Silhouette Cameo V4 标签模切机。,52.53,https://cf.shopee.co.th/file/390e545fac7b7e1722f8619483c045a5,http://shopee.co.th/product/111936413/5842908754,School & Office Equipment,Pen Knives & Paper Cutters,IVCN202605122389,50343848516,https://detail.1688.com/offer/810628774509.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17497180969918990e146e&token=47dqRjSCwsksPZG3RG6XC0fnttbQD8zfIYvWehAjOJkTSJAkmRmDsENGLZRgnJ0g,P1,2026/5/14,5842908754,52.53,高价品，流量翻倍,1
TeTeLeo 6号防过敏毛线，1200米 – 无尘、不褪色，是钩编和手工制作的理想之选,婴儿粉,15.77,https://cf.shopee.com.br/file/br-11134207-820mc-mlwed179c0sgd2,http://shopee.com.br/product/733651239/58207016881,Art Supplies,Others,IVCN2026051122275,229439612072,,P2,2026/5/14,58207016881,15.77,高价品，流量翻倍,3
三关节技术罗盘，自动铅笔架，Cis 303,三关节技术罗盘，自动铅笔架，Cis 303,31.15,https://cf.shopee.com.br/file/1e7cc03749419fc4bd486475d290aff3,http://shopee.com.br/product/347852409/10014736194,School & Office Equipment,"Rulers, Protractors & Stencils",IVCN2026051131564,93087959052,https://detail.1688.com/offer/991250312419.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17739091812602412e0e83&token=fJTnkoDwUyaLOvpcy6tlElGUFIXoWscT3ecytMsq0Bq13LaudiBbxCU8Zl2DIuIs,P1,2026/5/14,10014736194,31.15,高价品，流量翻倍,1
（USP）💯正品 3M/10 码长💯（每包 6 卷）Scotch 3M 双面胶带 #777，10 码长，胶带，双面胶带。,18毫米。,25.11,https://cf.shopee.co.th/file/th-11134207-7qul0-lff7gcsvqg8efd,http://shopee.co.th/product/965378151/23637507569,School & Office Equipment,Strings & Tapes,IVCN2026051131573,49293371822,,P2,2026/5/14,23637507569,25.11,高价品，流量翻倍,1
树脂涂层识别标签,树脂涂层+磁性高浮雕腕带,19.89,https://cf.shopee.com.br/file/br-11134207-81z1k-mf4qh40qo3ydbb,http://shopee.com.br/product/1616120367/21099893563,School & Office Equipment,Lanyards & Name Tags,IVCN202605122393,159787005166,,P2,2026/5/14,21099893563,19.89,高价品，流量翻倍,1
🔥畅销产品🔥 LINE Pay QR BOX - 通过二维码收到付款时，即时收到付款通知。,白色的,11.49,https://cf.shopee.co.th/file/sg-11134201-81zur-mmvfa7onmtxh98,http://shopee.co.th/product/1212649550/44379740384,School & Office Equipment,Lanyards & Name Tags,IVCN2026051131577,360725717821,,P2,2026/5/14,44379740384,11.49,高价品，流量翻倍,1
菜单架，餐厅专用菜单展示架。采用优质钢材制成，坚固耐用，优雅美观。,黑色的,57.8,https://cf.shopee.co.th/file/th-11134207-7r990-lxetuajnpn0v97,http://shopee.co.th/product/238447183/28954710418,School & Office Equipment,Others,IVCN2026051131595,118399666103,https://detail.1688.com/offer/769757547799.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,28954710418,57.8,高价品，流量翻倍,1
100根通用尼龙扎带 9x550mm - 办公用品,100根通用尼龙扎带 9x550mm - 办公用品,27.85,https://cf.shopee.ph/file/ph-11134207-7rasb-m97225usk6fyd9,http://shopee.ph/product/1304030460/29435590494,School & Office Equipment,Strings & Tapes,IVCN2026051131601,216054574574,,P2,2026/5/14,29435590494,27.85,高价品，流量翻倍,1
5毫米针刺绳，300米一卷。,白色的,94.02,https://cf.shopee.com.br/file/sg-11134201-7rdyo-mcc8okrjkf4hf0,http://shopee.com.br/product/1188199804/18999848074,School & Office Equipment,Strings & Tapes,IVCN2026051131618,238788732761,,P2,2026/5/14,18999848074,94.02,高价品，流量翻倍,1
Armak 文具胶带 包装胶带 高品质透明胶带,透明，大号18毫米/8个,1.84,https://cf.shopee.ph/file/ph-11134207-7r98r-lqy7r36wmmet69,http://shopee.ph/product/306662117/5177708201,School & Office Equipment,Strings & Tapes,IVCN202605122397,157187504834,https://detail.1688.com/offer/728445372244.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/5/14,5177708201,1.84,低价品,1
个性化铅笔盒 | 粉彩色铅笔盒 | Izolda.ph,粉色，2个词/名字,1.9,https://cf.shopee.ph/file/ph-11134207-7rasf-maanrx69c8zr8c,http://shopee.ph/product/29442294/25083043068,School & Office Equipment,Pencil Cases,IVCN202605122401,187627574403,http://detail.1688.com/offer/643798919953.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bbb04ba17491784157445722e1319&token=b64Op67P%2BV3UTzZdiNiDFsacBGd2tHV%2BqnKc38rpHLApFMp9msfa6wZZL4qtZ7sS,P0,2026/5/14,25083043068,1.9,低价品,1
🔥可提供税务发票🔥 木质底座菜单展示架，6张银色PVC板，垂直菜单展示架。,竖版 A6 100*150 毫米,6.46,https://cf.shopee.co.th/file/a979b38abf9e0f024920fd2baf7b615c,http://shopee.co.th/product/361945055/13685832961,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051131632,116091714652,,P2,2026/5/14,13685832961,6.46,高价品，流量翻倍,1
玻璃杯架（现货）这款玻璃杯架由标准PVC塑料管材制成。,25,29.82,https://cf.shopee.co.th/file/th-11134207-7r98o-m08xjm0us3waab,http://shopee.co.th/product/20341746/26511460753,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051131644,195395768942,,P2,2026/5/14,26511460753,29.82,高价品，流量翻倍,1
AGL主缸套件，红色标志，白色标志。,蓝色的,84.96,https://cf.shopee.co.th/file/th-11134207-81zto-mjlhds0hr4ecd4,http://shopee.co.th/product/290276536/46904848750,Letters & Envelopes,Postage Stamps & Duty Stamps,IVCN2026051131648,350447253566,,P2,2026/5/14,46904848750,84.96,高价品，流量翻倍,1
100%聚酯闪光粉 500克 闪亮，适用于装饰和绘画,讲话,7.5,https://cf.shopee.com.br/file/br-11134207-7r98o-lvdm80vrjxgn88,http://shopee.com.br/product/499674093/7897123694,Art Supplies,Others,IVCN2026051131654,84115347920,https://detail.1688.com/offer/714685593070.html?fro,P0,2026/5/14,7897123694,7.5,高价品，流量翻倍,1
